16 S I    3s^2^3p^4^ ^3^P_2_           3s^2^3p^3^(^2^D)4s ^3^D^o_1            1474.5715   1474.571  5  3 9.91E-04 -2.305 D+  DH08
16 S I    3s^2^3p^4^ ^3^P_2_           3s^2^3p^3^(^2^D)4s ^3^D^o^_2_          1474.3800   1474.379  5  5 1.26E-02 -1.201 C   DH08
16 S I    3s^2^3p^4^ ^3^P_2_           3s^2^3p^3^(^2^D)4s ^3^D^o^_3_          1473.9948   1473.994  5  7 5.33E-02 -0.574 C+  DH08
16 S I    3s^2^3p^4^ ^3^P_2_           3s^2^3p^3^(^4^S)3d ^5^D^o^_3_                      1472.971  5  7 1.13E-02 -1.248 D+  DH08
16 S I    3s^2^3p^4^ ^3^P_2_           3s^2^3p^3^(^4^S)3d ^3^D^o^_1_          1425.2190   1425.219  5  3 1.17E-03 -2.233 D+  DH08
16 S I    3s^2^3p^4^ ^3^P_2_           3s^2^3p^3^(^4^S)3d ^3^D^o^_2_                      1425.188  5  5 1.73E-02 -1.063 C   DH08
16 S I    3s^2^3p^4^ ^3^P_2_           3s^2^3p^3^(^4^S)3d ^3^D^o^_3_          1425.0301   1425.030  5  7 8.95E-02 -0.349 C+  DH08
16 S I    3s^2^3p^4^ ^3^P_2_           3s^2^3p^3^(^4^S)5s ^3^S^o^_1_          1401.5136   1401.514  5  3 1.51E-02 -1.122 C   DH08
16 S I    3s^2^3p^4^ ^3^P_2_           3s^2^3p^3^(^4^S)4d ^3^D^o^_2_          1316.6183   1316.615  5  5 1.07E-02 -1.272 C   DH08
16 S I    3s^2^3p^4^ ^3^P_2_           3s^2^3p^3^(^4^S)4d ^3^D^o^_3_          1316.5423   1316.543  5  7 5.84E-02 -0.535 C   DH08
16 S I    3s^2^3p^4^ ^3^P_2_           3s^2^3p^3^(^4^S)6s ^3^S^o^_1_          1303.4295   1303.430  5  3 5.85E-03 -1.534 D+  DH08
16 S I    3s^2^3p^4^ ^3^P_2_           3s^2^3p^3^(^2^P)4s ^3^P^o^_1_          1296.1738   1296.174  5  3 2.59E-02 -0.888 C   DH08
16 S I    3s^2^3p^4^ ^3^P_2_           3s^2^3p^3^(^2^P)4s ^3^P^o^_2_          1295.6526   1295.653  5  5 7.74E-02 -0.412 C+  DH08
16 S I    3s^2^3p^4^ ^3^P_2_           3s^2^3p^3^(^4^S)5d ^3^D^o^_2_          1270.7821   1270.787  5  5 1.62E-03 -2.092 D+  BGF98
16 S I    3s^2^3p^4^ ^3^P_2_           3s^2^3p^3^(^4^S)5d ^3^D^o^_3_          1270.7821   1270.780  5  7 8.61E-03 -1.366 C   BGF98
16 S I    3s^2^3p^4^ ^3^P_2_           3s^2^3p^3^(^4^S)7s ^3^S^o^_1_          1262.8596   1262.860  5  3 2.12E-03 -1.975 D+  BGF98
16 S I    3s^2^3p^4^ ^3^P_2_           3s^2^3p^3^(^4^S)6d ^3^D^o^_3_          1247.1600   1247.160  5  7 4.43E-03 -1.655 D+  BGF98
16 S I    3s^2^3p^4^ ^3^P_2_           3s^2^3p^3^(^4^S)8s ^3^S^o^_1_          1241.9050   1241.905  5  3 1.69E-03 -2.073 D+  BGF98
16 S I    3s^2^3p^4^ ^3^P_2_           3s^2^3p^3^(^2^D)3d ^3^D^o^_2_                      1191.895  5  5 1.31E-02 -1.184 C   DH08
16 S I    3s^2^3p^4^ ^3^P_2_           3s^2^3p^3^(^2^D)3d ^3^D^o^_3_                      1191.895  5  7 8.02E-02 -0.397 C   DH08
16 S I    3s^2^3p^4^ ^3^P_2_           3s^2^3p^3^(^2^D)3d ^3^S^o^_1_                      1170.549  5  3 9.33E-03 -1.331 C   DH08
16 S I    3s^2^3p^4^ ^3^P_2_           3s^2^3p^3^(^2^D)5s ^3^D^o^_3_                      1167.134  5  7 1.60E-02 -1.097 C   DH08
16 S I    3s^2^3p^4^ ^3^P_2_           3s^2^3p^3^(^2^D)5s ^3^D^o^_2_                      1167.134  5  5 3.44E-03 -1.764 C   DH08
16 S I    3s^2^3p^4^ ^3^P_2_           3s^2^3p^3^(^2^D)3d ^3^P^o^_1_                      1156.276  5  3 4.58E-03 -1.640 C   DH08
16 S I    3s^2^3p^4^ ^3^P_2_           3s^2^3p^3^(^2^D)3d ^3^P^o^_2_                      1156.026  5  5 9.13E-03 -1.341 C   DH08
16 S I    3s^2^3p^4^ ^3^P_2_           3s^2^3p^3^(^2^D)4d ^3^D^o^_3_                      1103.753  5  7 4.73E-03 -1.626 C   DH08
16 S I    3s^2^3p^4^ ^3^P_2_           3s^2^3p^3^(^2^D)4d ^3^S^o^_1_                      1096.611  5  3 3.42E-02 -0.767 C   DH08
