lambda,Aki,fik,Acc,Ei,Ek,Type,
1303.200,3.6e+06,1.2e-03,D,31483.1979,108217.596,,
1303.356,4.0e+07,2.0e-02,D+,13904.8604,90629.811,,
1303.898,3.4e+07,1.3e-02,D+,21812.0454,98505.022,,
1304.436,5.0e+07,1.9e-02,D+,25787.5816,102449.14,,
1305.520,2.2e+07,6.e-03,D,22409.8178,99007.677,,
1306.740,5.5e+07,1.4e-02,D+,21812.0454,98338.357,,
1307.261,2.6e+07,4.4e-03,D,20830.5534,97326.503,,
1308.965,9.e+06,1.9e-03,D,32875.6409,109271.932,,
1309.550,3.1e+08,8.e-02,E,32909.883,109271.932,,
1310.588,1.5e+07,5.e-03,E,30388.5451,106690.358,,
1311.057,3.0e+08,8.e-02,E,32875.6409,109149.611,,
1311.612,1.6e+07,5.e-03,E,30764.4737,107006.684,,
1312.497,3.4e+06,1.1e-03,D,31483.1979,107674.140,,
1316.497,1.5e+07,3.8e-03,D+,22637.1950,98596.488,,
1317.028,5.5e+07,2.9e-02,D+,22409.8178,98338.357,,
1317.542,1.7e+07,3.6e-03,D+,22637.1950,98536.011,,
1318.067,1.0e+07,2.7e-03,D,27314.9183,103183.69,,
1319.165,3.2e+06,1.0e-03,D,33466.4943,109271.932,,
1320.062,1.1e+07,2.2e-03,D,22637.1950,98391.320,,
1320.762,7.e+06,1.8e-03,D,27620.4033,103334.14,,
1321.098,1.4e+07,2.7e-03,D,22810.3459,98505.022,,
1323.084,1.1e+07,3.0e-03,D,22810.3459,98391.320,,
1323.260,6.0e+07,3.2e-02,D+,26932.7348,102503.71,,
1323.352,6.e+06,1.5e-03,D,22939.3512,98505.022,,
1324.250,3.6e+07,9.e-03,D+,21812.0454,97326.503,,
1325.323,1.0e+07,1.8e-03,D,31387.9788,106841.688,,
1325.995,6.e+06,1.6e-03,D,22939.3512,98354.656,,
1330.950,1.6e+08,3.3e-02,D+,27314.9183,102449.14,,
1331.401,1.0e+07,2.0e-03,D,31483.1979,106592.294,,
1333.019,3.3e+06,1.0e-03,D,33466.4943,108483.877,,
1335.409,1.1e+08,1.9e-02,D+,27620.4033,102503.71,,
1336.385,9.e+06,2.5e-03,D,27620.4033,102449.14,,
1340.257,9.e+06,3.8e-03,D,25787.5816,100400.48,,
1345.380,3.4e+07,8.e-03,D+,25428.7893,99757.211,,
1347.265,3.4e+06,8.e-04,D,25428.7893,99653.257,,
1349.584,4.1e+07,9.e-03,E,32909.883,107006.684,,
1351.292,6.e+06,1.3e-03,D,25805.3270,99808.549,,
1352.731,1.7e+07,5.8e-03,D+,31483.1979,105407.78,,
1353.021,2.2e+07,4.0e-03,D,20830.5534,94739.136,,
1354.012,5.e+06,1.4e-03,D,20830.5534,94685.083,,
1354.461,6.e+06,1.2e-03,D,25805.3270,99635.420,,
1354.742,3.2e+07,8.e-03,E,32875.6409,106690.358,,
1355.371,4.6e+06,1.3e-03,D,32909.883,106690.358,,
1358.931,2.3e+08,5.3e-02,D+,26170.1810,99757.211,,
1359.050,1.4e+08,3.0e-02,D+,22637.1950,96217.720,,
1360.440,1.5e+08,5.e-02,E,33501.2957,107006.684,,
1360.849,3.4e+07,8.e-03,D+,26170.1810,99653.257,,
1361.359,1.3e+08,3.0e-02,D+,26352.7671,99808.549,,
1362.258,1.4e+07,3.9e-03,D+,22810.3459,96217.720,,
1362.757,9.e+07,2.5e-02,D+,20830.5534,94211.383,,
1364.377,3.5e+07,1.0e-02,D+,13474.4474,86767.614,,
1364.572,1.6e+08,3.6e-02,D+,26352.7671,99635.420,,
1364.755,7.e+07,2.2e-02,E,32909.883,106183.228,,
1365.669,1.2e+08,4.1e-02,E,33466.4943,106690.358,,
1365.744,2.5e+07,3.5e-03,D,25787.5816,99007.677,,
1366.386,1.3e+08,2.6e-02,D+,22810.3459,95995.817,,
1366.714,1.2e+08,2.8e-02,D+,25428.7893,98596.488,,
1367.158,1.0e+07,2.4e-03,D,20340.2461,93484.602,,
1367.297,1.7e+07,1.0e-02,D,31368.453,104505.359,,
1368.255,1.3e+08,2.7e-02,D+,27314.9183,100400.48,,
1368.568,8.e+07,1.2e-02,D+,21812.0454,94880.585,,
1368.802,2.5e+07,7.1e-03,D+,22939.3512,95995.817,,
1369.699,1.5e+07,5.6e-03,D+,13474.4474,86482.560,,
1369.850,5.3e+07,1.5e-02,D+,20830.5534,93830.961,,
1370.187,3.6e+07,1.0e-02,D+,25787.5816,98770.295,,
1371.017,1.7e+08,4.2e-02,D+,21251.5833,94189.536,,
1371.229,1.0e+07,2.9e-03,D,21812.0454,94739.136,,
1371.385,1.2e+08,2.3e-02,D+,22939.3512,95858.270,,
1372.230,9.e+06,3.8e-03,D,13673.2045,86547.427,,
1373.118,3.0e+07,9.e-03,D+,23031.2829,95858.270,,
1373.714,2.7e+08,6.1e-02,D+,30388.5451,103183.69,,
1373.788,6.e+06,1.7e-03,D,25805.3270,98596.488,,
1374.830,1.5e+08,2.2e-02,D+,23031.2829,95767.572,,
1374.930,9.e+07,2.1e-02,D+,25805.3270,98536.011,,
1375.176,1.7e+08,3.9e-02,D+,21430.3564,94148.39,,
1375.231,2.0e+07,2.8e-03,D,13673.2045,86388.786,,
1375.857,3.6e+06,8.e-04,D,20805.7632,93487.653,,
1376.664,5.2e+07,2.9e-02,D+,13904.8604,86543.902,,
1376.890,8.e+06,1.9e-03,D,21430.3564,94057.727,,
1377.675,2.9e+07,6.6e-03,D+,25805.3270,98391.320,,
1377.983,2.7e+08,5.7e-02,D+,30764.4737,103334.14,,
1378.277,9.e+06,2.7e-03,D,25981.6451,98536.011,,
1378.344,2.7e+07,8.e-03,D,25787.5816,98338.357,,
1379.463,1.7e+08,3.9e-02,D+,21581.6151,94073.296,,
1379.608,1.0e+08,2.9e-02,D+,13904.8604,86388.786,,
1380.406,8.e+07,2.9e-02,D+,27314.9183,99757.211,,
1380.711,1.2e+07,2.8e-03,D+,26170.1810,98596.488,,
1380.848,5.e+06,1.4e-03,D,30764.4737,103183.69,,
1381.219,2.9e+07,1.2e-02,D+,21812.0454,94211.383,,
1381.729,1.3e+08,2.7e-02,D+,25981.6451,98354.656,,
1382.393,2.8e+06,1.0e-03,D,27314.9183,99653.257,,
1382.564,1.7e+07,1.0e-02,D,22409.8178,94739.136,,
1382.729,3.5e+06,1.0e-03,D,27314.9183,99635.420,,
1383.144,1.2e+07,3.5e-03,D,26055.4120,98354.656,,
1383.574,1.7e+08,3.7e-02,D+,21711.8963,93988.181,,
1384.669,6.9e+07,1.0e-02,D+,21812.0454,94031.370,,
1385.269,5.3e+07,2.0e-02,D+,27620.4033,99808.549,,
1386.182,1.4e+08,2.6e-02,D+,26055.4120,98196.137,,
1386.798,2.2e+06,6.e-04,D,26170.1810,98278.852,,
1387.446,3.6e+07,1.0e-02,D,26932.7348,99007.677,,
1388.343,9.e+06,2.7e-03,D,21812.0454,93840.405,,
1388.524,1.6e+07,7.e-03,D,21812.0454,93830.961,,
1388.592,3.4e+07,1.3e-02,D+,27620.4033,99635.420,,
1392.138,8.e+07,1.8e-02,D+,20340.2461,92171.690,,
1393.217,2.1e+07,5.1e-03,D+,20340.2461,92116.529,,
1397.836,1.7e+08,5.1e-02,D+,25787.5816,97326.503,,
1398.378,1.8e+07,5.3e-03,D+,22637.1950,94148.39,,
1398.627,3.2e+06,9.e-04,D,26352.7671,97851.332,,
1399.055,1.9e+07,4.4e-03,D+,20805.7632,92282.470,,
1399.957,1.8e+07,1.1e-02,D,22409.8178,93840.405,,
1401.771,4.1e+07,1.5e-02,D+,22810.3459,94148.39,,
1403.253,2.4e+07,7.0e-03,D+,22810.3459,94073.296,,
1405.602,5.e+06,1.2e-03,D,1872.5998,73016.184,,
1405.797,3.9e+07,1.5e-02,D+,22939.3512,94073.296,,
1407.482,1.9e+07,5.7e-03,D+,22939.3512,93988.181,,
1408.473,8.e+07,2.4e-02,D+,21251.5833,92249.889,,
1409.125,6.e+06,1.4e-03,D,31483.1979,102449.14,,
1409.307,4.2e+07,1.9e-02,D+,23031.2829,93988.181,,
1411.423,4.6e+06,1.1e-03,D,22637.1950,93487.653,,
1411.481,2.7e+07,8.e-03,D+,22637.1950,93484.602,,
1412.834,1.4e+07,3.4e-03,D+,1872.5998,72651.914,,
1413.698,8.e+07,2.3e-02,D+,21430.3564,92166.417,,
1414.880,1.7e+07,5.2e-03,D+,22810.3459,93487.653,,
1414.941,5.e+06,1.8e-03,D,22810.3459,93484.602,,
1415.763,1.6e+07,4.8e-03,D+,25428.7893,96062.057,,
1416.629,1.1e+07,3.2e-03,D+,21581.6151,92171.690,,
1416.723,1.1e+07,2.6e-03,D,22810.3459,93395.407,,
1417.467,6.e+06,2.5e-03,D,22939.3512,93487.653,,
1417.733,6.4e+07,1.9e-02,D+,21581.6151,92116.529,,
1419.324,2.6e+07,8.e-03,D+,22939.3512,93395.407,,
1419.446,8.e+06,1.7e-03,D,31999.049,102449.14,,
1419.779,6.e+06,1.7e-03,D,25805.3270,96239.416,,
1420.579,2.3e+07,1.4e-02,D,26932.7348,97326.503,,
1420.673,1.5e+07,3.0e-03,D,22939.3512,93328.553,,
1420.908,8.e+07,2.3e-02,D+,21711.8963,92089.043,,
1421.178,9.e+06,4.0e-03,D,23031.2829,93395.407,,
1421.364,8.e+06,2.5e-03,D,36126.412,106481.329,,
1421.469,1.5e+07,2.2e-03,D,36126.412,106476.196,,
1422.085,9.e+06,2.7e-03,D,22810.3459,93129.879,,
1422.531,4.5e+07,1.4e-02,D+,23031.2829,93328.553,,
1423.045,1.0e+07,3.2e-03,D,36126.412,106398.405,,
1423.925,8.e+07,1.7e-02,E,36252.931,106481.329,,
1424.027,1.3e+08,3.0e-02,D+,31483.1979,101706.498,,
1424.306,4.1e+07,1.3e-02,D+,31364.4554,101573.977,,
1424.598,5.e+06,2.2e-03,D,13673.2045,83868.450,,
1424.722,2.0e+07,4.5e-03,D+,2430.1369,72619.499,,
1424.784,1.1e+08,2.2e-02,D+,31387.9788,101573.977,,
1425.611,1.1e+08,2.3e-02,E,36252.931,106398.405,,
1427.165,2.5e+06,6.e-04,D,26170.1810,96239.416,,
1427.797,8.e+07,1.3e-02,D+,31364.4554,101402.37,,
1427.879,6.8e+07,2.1e-02,D+,31368.453,101402.37,,
1428.692,1.9e+08,2.9e-02,E,36126.412,106120.45,,
1430.782,1.2e+08,3.6e-02,D+,26170.1810,96062.057,,
1430.895,1.3e+08,3.9e-02,D+,26352.7671,96239.416,,
1432.820,8.e+06,2.4e-03,D,22810.3459,92602.711,,
1432.872,4.1e+07,1.3e-02,D+,22637.1950,92426.967,,
1434.995,1.9e+07,3.9e-03,D,2837.9807,72524.561,,
1435.847,8.e+06,2.0e-03,D,22637.1950,92282.470,,
1436.439,5.e+06,1.9e-03,D,22810.3459,92426.967,,
1438.132,1.9e+07,5.8e-03,D+,22637.1950,92171.690,,
1438.444,8.e+06,1.8e-03,D,22810.3459,92329.905,,
1439.424,3.4e+07,1.0e-02,D+,22810.3459,92282.470,,
1439.599,5.e+06,1.2e-03,D,22810.3459,92274.123,,
1440.522,8.e+06,1.6e-03,D,22939.3512,92358.625,,
1441.117,1.9e+07,5.9e-03,D+,22939.3512,92329.905,,
1441.574,9.e+07,2.8e-02,D+,30388.5451,99757.211,,
1441.726,3.4e+06,1.3e-03,D,22810.3459,92171.690,,
1442.104,9.e+06,3.8e-03,D,22939.3512,92282.470,,
1442.277,1.4e+07,4.4e-03,D,22939.3512,92274.123,,
1442.431,2.4e+07,7.5e-03,D+,23031.2829,92358.625,,
1442.746,1.8e+07,2.8e-03,D,3117.4877,72429.675,,
1443.030,5.e+06,2.4e-03,D,23031.2829,92329.905,,
1443.735,2.0e+07,6.4e-03,D+,30388.5451,99653.257,,
1445.398,1.4e+07,4.3e-03,D,23031.2829,92216.391,,
1448.397,1.1e+08,3.6e-02,D+,27314.9183,96356.551,,
1449.430,8.e+06,3.0e-03,D,30764.4737,99757.211,,
1450.022,1.0e+07,2.4e-03,D,27314.9183,96279.234,,
1451.990,6.2e+07,2.0e-02,D+,30764.4737,99635.420,,
1454.311,5.9e+07,1.9e-02,D+,25428.7893,94189.536,,
1454.838,4.6e+06,1.9e-03,D,27620.4033,96356.551,,
1455.189,2.5e+06,7.e-04,D,25428.7893,94148.39,,
1456.471,1.1e+08,3.6e-02,D+,27620.4033,96279.234,,
1459.303,8.e+07,1.7e-02,D+,23317.6351,91843.485,,
1461.838,6.e+06,2.7e-03,D,18360.6399,86767.614,,
1461.959,8.e+06,2.0e-03,D,31999.049,100400.48,,
1462.322,5.e+06,1.9e-03,D,25805.3270,94189.536,,
1463.207,4.2e+07,1.4e-02,D+,25805.3270,94148.39,,
1464.817,3.7e+06,1.0e-03,D,25805.3270,94073.296,,
1465.036,9.e+07,2.8e-02,D+,23317.6351,91575.149,,
1465.149,2.8e+06,9.e-04,D,25805.3270,94057.727,,
1466.988,6.e+06,2.5e-03,D,25981.6451,94148.39,,
1468.609,3.9e+07,1.3e-02,D+,25981.6451,94073.296,,
1469.256,9.e+06,2.4e-03,E,38458.9934,106520.612,,
1469.380,1.2e+07,3.2e-03,D+,25428.7893,93484.602,,
1469.678,1.1e+07,3.4e-03,E,38458.9934,106501.029,,
1470.013,2.4e+06,8.e-04,D,15844.6485,83871.208,,
1470.166,5.e+06,1.7e-03,D,26170.1810,94189.536,,
1470.203,5.e+06,2.3e-03,D,26055.4120,94073.296,,
1470.449,4.1e+06,1.0e-03,D,25981.6451,93988.181,,
1472.044,4.3e+07,1.4e-02,D+,26055.4120,93988.181,,
1472.629,1.1e+07,1.8e-03,D,38214.503,106120.45,,
1473.609,5.e+06,1.6e-03,E,38660.0537,106520.612,,
1473.8338,1.0e+08,4.3e-02,D+,23317.6351,91167.936,,
1474.412,1.8e+07,8.e-03,D+,31811.814,99635.420,,
1474.716,1.2e+07,3.9e-03,D+,31999.049,99808.549,,
1475.699,1.8e+07,5.9e-03,D+,27314.9183,95079.342,,
1475.837,3.6e+06,1.5e-03,D,31999.049,99757.211,,
1477.488,8.e+06,2.1e-03,D,25805.3270,93487.653,,
1477.555,4.4e+06,1.5e-03,D,25805.3270,93484.602,,
1477.942,3.0e+06,1.3e-03,E,38858.9696,106520.612,,
1478.102,5.1e+07,2.1e-02,D+,31999.049,99653.257,,
1478.347,3.6e+07,6.e-03,D,31364.4554,99007.677,,
1478.378,5.e+06,2.2e-03,E,39013.2160,106654.923,,
1478.432,4.3e+07,1.4e-02,D,31368.453,99007.677,,
1478.493,8.e+06,2.7e-03,D,31999.049,99635.420,,
1478.7721,1.8e+07,3.0e-03,E,39013.2160,106636.942,,
1479.846,2.5e+06,1.0e-03,D,22637.1950,90211.613,,
1481.346,5.e+06,1.6e-03,D,25981.6451,93487.653,,
1483.111,1.7e+07,5.5e-03,D+,27620.4033,95046.177,,
1483.373,1.2e+07,3.0e-03,D,25981.6451,93395.407,,
1483.553,3.9e+07,1.3e-02,D+,31364.4554,98770.295,,
1483.639,2.2e+07,1.4e-02,D,31368.453,98770.295,,
1484.070,2.5e+07,5.4e-03,D+,31387.9788,98770.295,,
1484.999,6.e+06,2.0e-03,D,26055.4120,93395.407,,
1485.341,3.9e+06,1.0e-03,D,25805.3270,93129.879,,
1486.478,1.9e+07,4.3e-03,D,26055.4120,93328.553,,
1487.934,8.e+06,4.0e-03,D,36126.412,103334.14,,
1489.409,2.3e+07,1.1e-02,D+,31364.4554,98505.022,,
1489.926,6.6e+07,2.2e-02,D+,31387.9788,98505.022,,
1490.607,2.4e+07,1.1e-02,D+,31811.814,98898.591,,
1490.739,4.5e+06,1.5e-03,D,36252.931,103334.14,,
1491.360,4.8e+07,1.6e-02,D+,31483.1979,98536.011,,
1492.048,1.6e+07,4.1e-03,D+,31483.1979,98505.022,,
1492.464,1.4e+07,6.4e-03,D+,31387.9788,98391.320,,
1492.573,1.7e+07,4.7e-03,D+,25428.7893,92426.967,,
1494.079,1.2e+07,5.4e-03,D+,36252.931,103183.69,,
1494.5877,5.9e+07,2.0e-02,D+,31483.1979,98391.320,,
1494.769,4.7e+07,1.6e-02,D+,31999.049,98898.591,,
1496.527,2.8e+07,1.1e-02,D+,25428.7893,92249.889,,
1497.063,3.4e+06,9.e-04,D,25805.3270,92602.711,,
1498.285,7.e+06,2.0e-03,D,25428.7893,92171.690,,
1501.014,4.5e+06,1.5e-03,D,25805.3270,92426.967,,
1504.274,1.5e+07,4.1e-03,D+,25805.3270,92282.470,,
1505.734,3.0e+06,1.4e-03,D,20516.9534,86929.664,,
1505.931,2.9e+06,1.2e-03,D,38458.9934,104863.432,,
1506.536,1.6e+08,5.5e-02,D+,36126.412,102503.71,,
1506.786,2.3e+06,8.e-04,D,25805.3270,92171.690,,
1506.903,2.9e+07,1.2e-02,D+,25805.3270,92166.417,,
1507.195,9.e+06,2.3e-03,D,25981.6451,92329.905,,
1507.778,1.4e+07,7.4e-03,D+,36126.412,102449.14,,
1508.106,1.1e+07,2.5e-03,D,23317.6351,89625.951,,
1508.221,1.1e+07,2.5e-03,D,26055.4120,92358.625,,
1508.275,6.e+06,2.1e-03,D,25981.6451,92282.470,,
1508.466,6.e+06,1.5e-03,D,25981.6451,92274.123,,
1509.416,2.0e+07,4.4e-03,D,36252.931,102503.71,,
1510.428,4.5e+06,2.0e-03,D,38858.9696,105065.627,,
1510.6605,1.7e+08,5.7e-02,D+,36252.931,102449.14,,
1510.802,3.4e+06,1.4e-03,D,25981.6451,92171.690,,
1512.057,2.5e+07,1.1e-02,D+,25981.6451,92116.529,,
1512.239,1.1e+07,3.6e-03,D,23317.6351,89444.455,,
1513.321,5.e+06,2.1e-03,D,26170.1810,92249.889,,
1514.375,2.6e+07,1.2e-02,D+,26055.4120,92089.043,,
1514.833,1.8e+07,8.e-03,D+,38858.9696,104873.232,,
1515.887,4.1e+07,1.1e-02,D+,30388.5451,96356.551,,
1515.938,2.6e+07,1.2e-02,D+,20516.9534,86482.560,,
1518.6857,3.3e+07,1.5e-02,D+,38858.9696,104705.411,,
1519.414,5.5e+07,2.9e-02,D+,39013.2160,104828.163,,
1519.499,9.e+06,4.2e-03,D,23317.6351,89128.569,,
1520.825,6.7e+07,4.6e-02,D+,39109.3161,104863.080,,
1520.8752,7.0e+07,3.0e-02,D+,38660.0537,104411.671,,
1521.4724,1.3e+07,7.0e-03,D+,39013.2160,104739.057,,
1521.5858,2.2e+07,7.5e-03,D+,38660.0537,104380.941,,
1522.684,3.2e+07,1.3e-02,D+,30388.5451,96062.057,,
1523.255,9.e+06,2.4e-03,D,38458.9934,104107.939,,
1523.279,6.6e+07,2.3e-02,D+,39109.3161,104757.143,,
1523.9912,6.6e+07,2.3e-02,D+,39013.2160,104630.429,,
1524.960,1.1e+07,3.9e-03,D,39013.2160,104588.729,,
1525.7439,3.6e+07,1.0e-02,D+,38458.9934,104000.810,,
1526.2051,3.0e+07,1.4e-02,D+,38858.9696,104380.941,,
1526.368,3.6e+07,1.0e-02,D+,30764.4737,96279.234,,
1526.532,6.0e+07,3.1e-02,D+,18360.6399,83868.450,,
1526.9131,9.e+07,3.0e-02,D+,38458.9934,103950.602,,
1527.2397,1.1e+08,4.5e-02,D+,38458.9934,103936.602,,
1527.6466,5.8e+07,1.5e-02,D+,38660.0537,104120.244,,
1527.792,6.e+06,2.2e-03,D,36252.931,101706.498,,
1528.741,3.3e+06,1.7e-03,D,39013.2160,104426.460,,
1528.987,2.4e+06,7.e-04,D,32875.6409,98278.852,,
1530.4382,4.9e+07,1.7e-02,D+,38660.0537,104000.810,,
1531.6162,2.4e+07,1.1e-02,D+,38660.0537,103950.602,,
1532.295,1.1e+07,4.0e-03,D,38858.9696,104120.244,,
1532.813,2.3e+07,1.2e-02,D+,21307.999,86547.427,,
1539.856,2.7e+06,8.e-04,D,32909.883,97851.332,,
1542.509,5.e+06,2.3e-03,D,31387.9788,96217.720,,
1544.771,1.7e+07,6.2e-03,D+,31483.1979,96217.720,,
1545.815,6.e+06,1.7e-03,D,30388.5451,95079.342,,
1547.244,9.e+06,4.6e-03,D,31364.4554,95995.817,,
1547.803,1.5e+07,5.4e-03,D+,31387.9788,95995.817,,
1548.696,3.1e+06,8.e-04,D,2430.1369,67000.530,,
1549.59572,5.e+07,1.6e-02,E,41968.0698,106501.029,,
1550.093,5.e+06,1.4e-03,D,31483.1979,95995.817,,
1550.268,9.e+06,2.7e-03,D,1872.5998,66377.315,,
1550.540,1.2e+07,4.3e-03,D,31364.4554,95858.270,,
1550.630,9.e+06,7.e-03,D,31368.453,95858.270,,
1551.106,1.3e+07,3.1e-03,D,31387.9788,95858.270,,
1551.166,2.8e+07,1.0e-02,D+,31811.814,96279.234,,
1551.928,6.e+06,1.5e-03,D,2837.9807,67273.833,,
1552.3643,3.2e+07,9.e-03,E,42237.0575,106654.923,,
1552.6556,4.e+07,1.2e-02,E,42114.8380,106520.612,,
1552.720,2.1e+07,3.8e-03,D,31364.4554,95767.572,,
1552.808,1.8e+07,7.e-03,D,31368.453,95767.572,,
1553.1277,1.0e+07,3.5e-03,E,42114.8380,106501.029,,
1553.820,3.2e+07,1.2e-02,D+,31999.049,96356.551,,
1554.7246,2.2e+07,8.e-03,E,42334.8444,106654.923,,
1555.2670,2.8e+07,7.e-03,E,42334.8444,106632.487,,
1555.6073,1.8e+07,7.e-03,E,42237.0575,106520.612,,
1555.653,5.e+06,1.5e-03,D,30764.4737,95046.177,,
1556.338,4.e+06,2.1e-03,E,42401.3198,106654.923,,
1556.7687,2.6e+07,5.e-03,E,42401.3198,106636.942,,
1556.8768,2.6e+07,1.0e-02,E,42401.3198,106632.487,,
1557.7030,3.6e+07,1.3e-02,E,42439.8511,106636.942,,
1557.811,5.e+06,4.e-03,E,42439.8511,106632.487,,
1558.5416,3.1e+07,1.1e-02,D+,2837.9807,67000.530,,
1558.6927,4.6e+07,1.7e-02,D+,3117.4877,67273.833,,
1559.08515,1.1e+08,3.9e-02,D+,1872.5998,66012.775,,
1559.268,7.e+06,2.1e-03,D,44232.5398,108365.344,,
1560.2530,2.0e+07,5.4e-03,D+,2430.1369,66522.310,,
1562.268,1.9e+07,5.2e-03,D+,7955.3186,71964.750,,
1563.79062,1.3e+08,4.9e-02,D+,2430.1369,66377.315,,
1565.357,5.e+06,3.0e-03,D,3117.4877,67000.530,,
1566.3474,5.e+06,1.3e-03,D,20516.9534,84359.779,,
1566.3474,2.5e+07,1.1e-02,E,42658.2444,106501.029,,
1566.82214,5.2e+07,1.9e-02,D+,1872.5998,65696.053,,
1567.900,4.7e+06,1.2e-03,D,45079.9019,108859.487,,
1568.0195,2.6e+07,6.3e-03,D+,2837.9807,66612.659,,
1569.6753,2.3e+07,1.0e-02,D+,1872.5998,65580.065,,
1570.24481,1.1e+08,4.0e-02,D+,2837.9807,66522.310,,
1570.499,2.5e+07,6.9e-03,D+,38660.0537,102334.140,,
1571.0062,5.5e+07,1.0e-02,D+,39013.2160,102666.741,,
1571.060,1.1e+07,2.8e-03,D,8391.9554,72043.060,,
1572.996,5.e+06,1.8e-03,D,8391.9554,71964.750,,
1573.386,1.7e+07,6.e-03,D,39109.3161,102666.741,,
1573.8280,1.5e+07,8.e-03,D+,2837.9807,66377.315,,
1574.036,6.5e+07,2.0e-02,D+,20340.2461,83871.208,,
1574.7727,9.e+06,3.5e-03,D+,2430.1369,65931.358,,
1574.9229,1.2e+08,4.5e-02,D+,3117.4877,66612.659,,
1575.415,1.4e+07,5.3e-03,D+,38858.9696,102334.140,,
1576.4323,3.3e+07,2.4e-02,D+,39109.3161,102543.689,,
1577.1667,1.7e+07,9.e-03,D+,3117.4877,66522.310,,
1578.0108,3.4e+07,1.3e-02,D+,38660.0537,102030.965,,
1578.133,1.0e+07,3.6e-03,D,8846.7837,72212.989,,
1578.221,7.e+06,2.6e-03,D,8680.4706,72043.060,,
1578.496,7.4e+07,2.8e-02,D+,20516.9534,83868.450,,
1579.2572,3.4e+07,1.9e-02,D+,39013.2160,102334.140,,
1580.2291,1.5e+07,8.e-03,E,43238.6066,106520.612,,
1580.63001,5.8e+07,2.7e-02,D+,2430.1369,65696.053,,
1581.2897,7.2e+07,2.7e-02,D+,38458.9934,101698.519,,
1581.419,4.0e+07,1.5e-02,D+,31811.814,95046.177,,
1582.9794,2.7e+07,1.4e-02,D+,38858.9696,102030.965,,
1584.95241,5.8e+07,2.9e-02,D+,2837.9807,65931.358,,
1585.280,5.7e+07,2.1e-02,D+,31999.049,95079.342,,
1585.994,9.e+07,3.5e-02,D+,21307.999,84359.779,,
1586.3337,2.0e+07,1.0e-02,D+,38660.0537,101698.519,,
1586.4479,7.e+06,4.e-03,E,43620.9842,106654.923,,
1586.902,2.3e+07,4.e-03,E,43620.9842,106636.942,,
1587.012,1.5e+07,6.e-03,E,43620.9842,106632.487,,
1588.2904,4.8e+07,2.7e-02,D+,3117.4877,66078.272,,
1588.687,5.e+05,1.5e-04,E,0.0000,62945.045,,
1590.116,6.e+06,2.4e-03,D,31811.814,94700.415,,
1590.145,2.6e+07,1.0e-02,D+,42401.3198,105288.559,,
1590.393,1.9e+07,1.4e-02,D+,42439.8511,105317.400,,
1590.5588,2.6e+07,1.0e-02,D+,42334.8444,105205.808,,
1591.1221,6.1e+07,4.6e-02,D+,42439.8511,105288.559,,
1591.6327,1.7e+07,6.5e-03,D+,42237.0575,105065.627,,
1592.2429,8.e+07,4.6e-02,D+,42401.3198,105205.808,,
1593.532,9.e+06,3.4e-03,D+,42114.8380,104868.522,,
1593.6614,2.4e+07,1.1e-02,D+,42114.8380,104863.432,,
1594.11363,8.e+07,4.3e-02,D+,42334.8444,105065.627,,
1595.416,1.2e+07,5.9e-03,D+,42237.0575,104916.552,,
1596.6416,8.e+07,3.6e-02,D+,42237.0575,104868.522,,
1598.216,2.1e+06,1.0e-03,D,42237.0575,104807.215,,
1599.113,2.2e+06,7.e-04,D,44232.5398,106767.226,,
1600.008,5.6e+07,1.7e-02,D+,20805.7632,83305.229,,
1600.2655,1.4e+07,5.2e-03,D+,44232.5398,106722.187,,
1600.55172,8.e+07,3.9e-02,D+,42114.8380,104593.292,,
1600.811,1.1e+07,4.4e-03,D+,42237.0575,104705.411,,
1602.457,4.2e+06,1.6e-03,D,42334.8444,104739.057,,
1602.517,2.2e+06,1.1e-03,D,2430.1369,64831.951,,
1602.59656,1.14e+08,5.1e-02,C+,41968.0698,104366.802,,
1604.583,3.6e+06,1.1e-03,D,16369.4098,78690.860,,
1604.615,4.3e+06,1.7e-03,D,44446.9051,106767.226,,
1605.2175,2.1e+07,8.e-03,D+,42114.8380,104411.671,,
1605.3239,3.2e+07,1.0e-02,D+,15844.6485,78137.404,,
1605.782,4.3e+06,2.1e-03,D,44446.9051,106722.187,,
1606.009,4.0e+06,1.2e-03,D,42114.8380,104380.941,,
1606.326,5.e+06,1.3e-03,D,42334.8444,104588.729,,
1608.45078,1.91e+08,5.91e-02,A,0.0000,62171.624,,
1608.5363,2.1e+06,6.5e-04,D+,1872.5998,64040.891,,
1609.100,5.e+06,2.1e-03,D,44753.8179,106900.373,,
1609.169,1.1e+07,4.1e-03,D+,42237.0575,104380.941,,
1610.317,8.e+06,4.3e-03,D,31387.9788,93487.653,,
1610.773,1.0e+07,4.1e-03,D,44784.7859,106866.770,,
1610.9229,1.9e+07,7.5e-03,C+,1872.5998,63948.803,,
1611.197,4.4e+06,1.4e-03,C,0.0000,62065.528,,
1612.100,1.2e+07,7.2e-03,D+,31364.4554,93395.407,,
1612.552,5.e+06,1.8e-03,D,44753.8179,106767.226,,
1612.80624,6.6e+07,3.1e-02,D+,1872.5998,63876.325,,
1613.362,9.e+06,3.0e-03,D+,41968.0698,103950.602,,
1613.362,2.6e+06,1.3e-03,D,44784.7859,106767.226,,
