nu,a,elower,gp,gpp,statep,statepp,nu-err,nu-ref
25.741622,0.0006947,786.746,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=13;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=13;rovibSym=A+,5,569
25.741622,0.0006947,786.746,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=13;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=13;rovibSym=A-,5,569
25.741824,0.0008912,689.689,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=12;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=12;rovibSym=E2,5,569
25.74676,0.0009036,694.161,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=12;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=12;rovibSym=A+,5,569
25.74676,0.0009036,694.161,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=12;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=12;rovibSym=A-,5,569
25.74821,0.0008955,700.266,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=12;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=12;rovibSym=E1,5,569
25.749603,0.001083,609.91,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=11;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=11;rovibSym=A+,5,569
25.749603,0.001083,609.91,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=11;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=11;rovibSym=A-,5,569
25.75378,0.001081,619.657,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=11;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=11;rovibSym=E2,5,569
25.754989,0.001095,617.622,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=11;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=11;rovibSym=E1,5,569
25.757436,0.001261,537.787,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=10;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=10;rovibSym=E1,5,569
25.758715,0.001252,545.27,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=10;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=10;rovibSym=A+,5,569
25.758715,0.001252,545.27,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=10;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=10;rovibSym=A-,5,569
25.762177,0.00127,547.736,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=10;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=10;rovibSym=E2,5,569
25.763438,0.001411,477.529,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=9;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=9;rovibSym=E1,5,569
25.764991,0.001423,473.339,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=9;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=9;rovibSym=E2,5,569
25.76585,0.002081,219.666,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=2;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=2;rovibSym=A-,5,569
25.766285,0.002705,31.596,88,72,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=5;K=3;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=4;K=2;rovibSym=E1,5,569
25.7672,0.001973,527.52,264,248,ElecStateLabel=X;v12=1;J=16;K=4;rovibSym=A-,ElecStateLabel=X;v12=1;J=15;K=4;rovibSym=A-,5,569
25.767201,0.001973,527.52,264,248,ElecStateLabel=X;v12=1;J=16;K=4;rovibSym=A+,ElecStateLabel=X;v12=1;J=15;K=4;rovibSym=A+,5,569
25.768168,0.001429,484.09,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=9;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=9;rovibSym=A+,5,569
25.768168,0.001429,484.09,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=9;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=9;rovibSym=A-,5,569
25.768317,0.001555,416.832,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=8;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=8;rovibSym=E2,5,569
25.771981,0.001568,416.491,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=8;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=8;rovibSym=A+,5,569
25.771981,0.001568,416.491,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=8;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=8;rovibSym=A-,5,569
25.772787,0.001903,491.431,264,248,ElecStateLabel=X;v12=1;J=16;K=5;rovibSym=E1,ElecStateLabel=X;v12=1;J=15;K=5;rovibSym=E1,5,569
25.772962,0.00157,426.334,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=8;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=8;rovibSym=E1,5,569
25.773687,0.001683,363.496,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=7;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=7;rovibSym=A+,5,569
25.773687,0.001683,363.496,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=7;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=7;rovibSym=A-,5,569
25.776531,0.001695,374.306,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=7;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=7;rovibSym=E2,5,569
25.778196,0.001697,367.074,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=7;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=7;rovibSym=E1,5,569
25.77929,0.001802,328.108,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=6;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=6;rovibSym=A+,5,569
25.77929,0.001802,328.108,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=6;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=6;rovibSym=A-,5,569
25.779949,0.001798,317.741,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=6;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=6;rovibSym=E1,5,569
25.781968,0.001893,288.063,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=5;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=5;rovibSym=E1,5,569
25.783448,0.001809,324.816,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=6;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=6;rovibSym=E2,5,569
25.785944,0.001969,254.603,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=4;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=4;rovibSym=E2,5,569
25.787505,0.001904,289.349,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=5;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=5;rovibSym=A+,5,569
25.787505,0.001904,289.349,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=5;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=5;rovibSym=A-,5,569
25.787737,0.001895,279.692,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=5;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=5;rovibSym=E2,5,569
25.78797,0.0004016,211.986,184,200,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=6;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=5;rovibSym=E2,5,569
25.790078,0.001982,260.249,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=4;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=4;rovibSym=E1,5,569
25.791029,0.002042,237.125,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=3;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=3;rovibSym=E2,5,569
25.793149,0.002029,228.152,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=3;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=3;rovibSym=A+,5,569
25.7936,0.0001198,695.953,376,360,ElecStateLabel=X;v12=1;J=23;K=2;rovibSym=E1,ElecStateLabel=X;v12=1;J=22;K=3;rovibSym=E1,5,569
25.798306,0.001975,249.385,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=4;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=4;rovibSym=A-,5,569
25.798372,0.00203,228.164,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=3;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=3;rovibSym=A-,5,569
25.798478,0.001975,249.385,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=4;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=4;rovibSym=A+,5,569
25.800273,0.001359,514.375,328,312,ElecStateLabel=X;v12=1;J=20;K=1;rovibSym=E1,ElecStateLabel=X;v12=1;J=19;K=0;rovibSym=E1,5,569
25.804595,0.002131,208.226,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=1;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=1;rovibSym=E1,5,569
25.811551,0.0007547,968.153,264,248,ElecStateLabel=X;v12=1;J=16;K=13;rovibSym=A+,ElecStateLabel=X;v12=1;J=15;K=13;rovibSym=A+,5,569
25.811551,0.0007547,968.153,264,248,ElecStateLabel=X;v12=1;J=16;K=13;rovibSym=A-,ElecStateLabel=X;v12=1;J=15;K=13;rovibSym=A-,5,569
25.814277,0.002529,283.731,312,296,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=19;K=1;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=18;K=0;rovibSym=E1,5,569
25.815885,0.002041,226.775,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=3;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=3;rovibSym=E1,5,569
25.816199,0.002093,219.844,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=2;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=2;rovibSym=A+,5,569
25.828983,0.002065,209.19,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=2;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=2;rovibSym=E1,5,569
25.849995,0.0006234,277.556,72,88,ElecStateLabel=X;v12=1;J=4;K=1;rovibSym=E2,ElecStateLabel=X;v12=1;J=5;K=2;rovibSym=E2,5,569
25.871084,0.002095,211.8,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=2;rovibSym=E2,5,569
25.888121,0.0001235,153.915,120,136,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=6;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=8;K=5;rovibSym=A+,5,569
25.888121,0.0001235,153.915,120,136,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=6;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=8;K=5;rovibSym=A-,5,569
25.912621,0.0004326,529.54,296,312,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=18;K=9;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=19;K=8;rovibSym=E2,5,569
25.91617,1.559e-11,500.559,280,264,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=17;K=9;rovibSym=E2,ElecStateLabel=X;v12=1;J=16;K=4;rovibSym=E2,5,569
25.917492,8.444e-05,346.073,328,328,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=20;K=3;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=20;K=0;rovibSym=E1,5,569
25.960385,5.852e-06,658.83,360,344,ElecStateLabel=X;v12=1;J=22;K=2;rovibSym=E1,ElecStateLabel=X;v12=1;J=21;K=1;rovibSym=E2,5,569
25.964574,5.269e-07,115.409,200,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=2;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=0;rovibSym=E1,5,569
25.970972,0.0004699,834.828,376,392,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=23;K=11;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=24;K=10;rovibSym=A+,5,569
25.970972,0.0004699,834.828,376,392,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=23;K=11;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=24;K=10;rovibSym=A-,5,569
25.984934,0.00215,205.219,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=1;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=1;rovibSym=A-,5,569
25.985666,0.001815,129.577,216,200,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=13;K=0;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=1;rovibSym=E2,5,569
25.989324,0.002606,880.728,296,280,ElecStateLabel=X;v12=1;J=18;K=11;rovibSym=E1,ElecStateLabel=X;v12=1;J=17;K=10;rovibSym=E1,5,569
25.997335,0.001752,34.098,104,88,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=2;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=5;K=1;rovibSym=A+,5,569
26.07195,2.859e-06,459.69,392,376,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=24;K=1;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=23;K=1;rovibSym=E1,5,569
26.104367,3.645e-05,161.449,232,216,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=14;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=13;K=1;rovibSym=E1,5,569
26.118123,0.001852,114.96,184,168,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=3;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=10;K=2;rovibSym=A+,5,569
26.126794,0.000631,693.962,280,264,ElecStateLabel=X;v12=1;J=17;K=8;rovibSym=A+,ElecStateLabel=X;v12=1;J=16;K=9;rovibSym=A+,5,569
26.126794,0.000631,693.962,280,264,ElecStateLabel=X;v12=1;J=17;K=8;rovibSym=A-,ElecStateLabel=X;v12=1;J=16;K=9;rovibSym=A-,5,569
26.15734,0.001851,114.923,184,168,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=3;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=10;K=2;rovibSym=A-,5,569
26.160212,4.138e-06,61.93,152,136,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=9;K=2;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=8;K=1;rovibSym=E2,5,569
26.17454,0.003191,345.521,344,328,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=21;K=0;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=20;K=1;rovibSym=A+,5,569
26.228211,8.761e-07,580.476,248,232,ElecStateLabel=X;v12=1;J=15;K=8;rovibSym=E1,ElecStateLabel=X;v12=1;J=14;K=6;rovibSym=E1,5,569
26.262904,9.474e-05,379.611,344,344,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=21;K=3;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=21;K=0;rovibSym=E1,5,569
26.266632,1.895e-07,503.261,408,392,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=25;K=0;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=24;K=2;rovibSym=E2,5,569
26.268411,4.872e-08,510.965,280,264,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=17;K=9;rovibSym=A-,ElecStateLabel=X;v12=1;J=16;K=5;rovibSym=A-,5,569
26.268411,4.872e-08,510.965,280,264,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=17;K=9;rovibSym=A+,ElecStateLabel=X;v12=1;J=16;K=5;rovibSym=A+,5,569
26.270466,0.001141,353.341,344,328,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=21;K=0;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=20;K=1;rovibSym=E1,5,569
26.291929,0.003226,297.615,104,120,ElecStateLabel=X;v12=1;J=6;K=3;rovibSym=E1,ElecStateLabel=X;v12=1;J=7;K=4;rovibSym=E1,5,569
26.329718,4.796e-06,265.169,296,280,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=18;K=2;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=17;K=2;rovibSym=E2,5,569
26.345105,0.0009523,771.49,408,424,ElecStateLabel=X;v12=1;J=25;K=3;rovibSym=A-,ElecStateLabel=X;v12=1;J=26;K=2;rovibSym=A-,5,569
26.353379,9.097e-07,746.364,424,408,ElecStateLabel=X;v12=1;J=26;K=0;rovibSym=E1,ElecStateLabel=X;v12=1;J=25;K=3;rovibSym=E2,5,569
26.394064,5.467e-06,895.072,216,232,ElecStateLabel=X;v12=1;J=13;K=13;rovibSym=A+,ElecStateLabel=X;v12=1;J=14;K=12;rovibSym=A+,5,569
26.394064,5.467e-06,895.072,216,232,ElecStateLabel=X;v12=1;J=13;K=13;rovibSym=A-,ElecStateLabel=X;v12=1;J=14;K=12;rovibSym=A-,5,569
26.403335,1.283e-07,33.316,72,88,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=4;K=3;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=5;K=0;rovibSym=E1,5,569
26.426031,0.001012,235.019,280,264,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=17;K=1;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=2;rovibSym=E1,5,569
26.430109,1.029e-07,667.754,360,376,ElecStateLabel=X;v12=1;J=22;K=1;rovibSym=E2,ElecStateLabel=X;v12=1;J=23;K=3;rovibSym=E2,5,569
26.437199,0.000214,499.307,408,392,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=25;K=1;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=24;K=2;rovibSym=E1,5,569
26.441131,8.821e-05,269.551,152,168,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=9;K=8;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=10;K=7;rovibSym=E2,5,569
26.44345,0.0004589,656.181,328,344,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=20;K=10;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=21;K=9;rovibSym=E1,5,569
26.447319,3.866e-08,51.889,120,104,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=3;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=2;rovibSym=E2,5,569
26.45147,0.0003674,378.024,184,200,ElecStateLabel=X;v12=1;J=11;K=5;rovibSym=E1,ElecStateLabel=X;v12=1;J=12;K=4;rovibSym=E1,5,569
26.461718,0.0009618,771.37,408,424,ElecStateLabel=X;v12=1;J=25;K=3;rovibSym=A+,ElecStateLabel=X;v12=1;J=26;K=2;rovibSym=A+,5,569
26.464337,3.522e-10,470.255,264,280,ElecStateLabel=X;v12=1;J=16;K=2;rovibSym=E1,ElecStateLabel=X;v12=1;J=17;K=3;rovibSym=E2,5,569
26.468384,2.475e-11,706.262,376,392,ElecStateLabel=X;v12=1;J=23;K=3;rovibSym=E1,ElecStateLabel=X;v12=1;J=24;K=3;rovibSym=E2,5,569
26.491923,0.0001485,820.667,376,360,ElecStateLabel=X;v12=1;J=23;K=7;rovibSym=E1,ElecStateLabel=X;v12=1;J=22;K=8;rovibSym=E1,5,569
26.498357,0.000583,223.682,88,72,ElecStateLabel=X;v12=1;J=5;K=1;rovibSym=A+,ElecStateLabel=X;v12=1;J=4;K=2;rovibSym=A+,5,569
26.499361,2.828e-06,388.227,360,344,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=22;K=0;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=21;K=2;rovibSym=E1,5,569
26.507798,0.001664,470.6,392,376,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=24;K=1;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=23;K=2;rovibSym=A-,5,569
26.524824,1.888e-10,676.124,248,232,ElecStateLabel=X;v12=1;J=15;K=9;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=14;K=12;rovibSym=E1,5,569
26.534797,0.001041,407.108,360,344,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=22;K=2;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=21;K=3;rovibSym=A-,5,569
26.546402,0.0005847,223.682,88,72,ElecStateLabel=X;v12=1;J=5;K=1;rovibSym=A-,ElecStateLabel=X;v12=1;J=4;K=2;rovibSym=A-,5,569
26.548817,8.384e-13,105.765,168,152,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=10;K=3;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=9;K=3;rovibSym=E1,5,569
26.58162,0.0002065,517.205,408,392,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=25;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=24;K=3;rovibSym=E1,5,569
26.586226,7.858e-09,242.705,120,104,ElecStateLabel=X;v12=1;J=7;K=3;rovibSym=E2,ElecStateLabel=X;v12=1;J=6;K=0;rovibSym=E1,5,569
26.597979,1.395e-06,30.764,88,72,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=5;K=3;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=4;K=1;rovibSym=E1,5,569
26.598091,8.774e-07,659.794,296,280,ElecStateLabel=X;v12=1;J=18;K=6;rovibSym=E1,ElecStateLabel=X;v12=1;J=17;K=8;rovibSym=E1,5,569
26.627308,0.0003725,335.87,152,136,ElecStateLabel=X;v12=1;J=9;K=3;rovibSym=E1,ElecStateLabel=X;v12=1;J=8;K=2;rovibSym=E1,5,569
26.644613,0.0001048,414.727,360,360,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=22;K=3;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=22;K=0;rovibSym=E1,5,569
26.666587,1.608e-08,755.659,296,280,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=18;K=12;rovibSym=E1,ElecStateLabel=X;v12=1;J=17;K=9;rovibSym=E1,5,569
26.686412,1.85e-09,395.585,232,248,ElecStateLabel=X;v12=1;J=14;K=2;rovibSym=E2,ElecStateLabel=X;v12=1;J=15;K=1;rovibSym=E1,5,569
26.759882,0.001379,134.689,216,200,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=13;K=1;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=0;rovibSym=E1,5,569
26.773142,0.0004418,293.57,216,232,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=13;K=7;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=14;K=6;rovibSym=E1,5,569
26.793176,0.001378,208.226,264,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=2;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=1;rovibSym=E1,5,569
26.803769,8.627e-09,315.093,168,184,ElecStateLabel=X;v12=1;J=10;K=2;rovibSym=E2,ElecStateLabel=X;v12=1;J=11;K=0;rovibSym=E1,5,569
26.807851,6.95e-05,294.293,312,296,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=19;K=1;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=18;K=2;rovibSym=E2,5,569
26.819381,4.998e-07,97.724,184,168,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=10;K=0;rovibSym=E1,5,569
26.82134,0.002737,667.141,264,248,ElecStateLabel=X;v12=1;J=16;K=9;rovibSym=A-,ElecStateLabel=X;v12=1;J=15;K=8;rovibSym=A-,5,569
26.82134,0.002737,667.141,264,248,ElecStateLabel=X;v12=1;J=16;K=9;rovibSym=A+,ElecStateLabel=X;v12=1;J=15;K=8;rovibSym=A+,5,569
