nu,a,elower,gp,gpp,statep,statepp,nu-err,nu-ref
2.984999,2.26e-06,1113.55,392,392,ElecStateLabel=X;v12=1;J=24;K=10;rovibSym=E1,ElecStateLabel=X;v12=1;J=24;K=11;rovibSym=E1,5,569
2.98559,7.643e-07,116.184,136,152,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=8;K=4;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=9;K=3;rovibSym=E2,5,569
2.995444,2.289e-06,1153.61,408,408,ElecStateLabel=X;v12=1;J=25;K=10;rovibSym=E1,ElecStateLabel=X;v12=1;J=25;K=11;rovibSym=E1,5,569
3.011946,1.115e-08,854.65,376,376,ElecStateLabel=X;v12=1;J=23;K=8;rovibSym=E1,ElecStateLabel=X;v12=1;J=23;K=6;rovibSym=E1,5,569
3.029175,2.803e-06,558.78,328,312,ElecStateLabel=X;v12=1;J=20;K=3;rovibSym=E2,ElecStateLabel=X;v12=1;J=19;K=2;rovibSym=E2,5,569
3.04393,5.31e-08,354.387,328,328,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=20;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=20;K=2;rovibSym=E1,5,569
3.082452,5.099e-10,27.682,72,56,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=4;K=1;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=3;K=2;rovibSym=E2,5,569
3.108705,4.191e-06,207.413,24,40,ElecStateLabel=X;v12=1;J=1;K=0;rovibSym=E1,ElecStateLabel=X;v12=1;J=2;K=1;rovibSym=E1,5,569
3.136212,4.481e-07,449.099,168,184,ElecStateLabel=X;v12=1;J=10;K=7;rovibSym=E2,ElecStateLabel=X;v12=1;J=11;K=6;rovibSym=E2,5,569
3.153575,1.293e-06,88.091,136,152,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=8;K=3;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=9;K=2;rovibSym=E1,5,569
3.162689,1.157e-06,473.067,312,328,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=19;K=7;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=20;K=6;rovibSym=A+,5,569
3.162689,1.157e-06,473.067,312,328,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=19;K=7;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=20;K=6;rovibSym=A-,5,569
3.174511,4.26e-06,54.888,136,120,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=8;K=0;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=1;rovibSym=A+,5,569
3.186317,1.74e-08,893.074,392,392,ElecStateLabel=X;v12=1;J=24;K=8;rovibSym=E1,ElecStateLabel=X;v12=1;J=24;K=6;rovibSym=E1,5,569
3.193742,1.542e-06,651.743,408,424,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=25;K=6;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=26;K=5;rovibSym=E2,5,569
3.199356,2.493e-06,11.705,40,24,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=2;K=1;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=1;K=1;rovibSym=A+,5,569
3.215425,2.531e-06,227.674,40,24,ElecStateLabel=X;v12=1;J=2;K=1;rovibSym=A+,ElecStateLabel=X;v12=1;J=1;K=1;rovibSym=A+,5,569
3.217112,7.24e-08,388.227,344,344,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=21;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=21;K=2;rovibSym=E1,5,569
3.218633,2.532e-06,204.194,40,24,ElecStateLabel=X;v12=1;J=2;K=1;rovibSym=E1,ElecStateLabel=X;v12=1;J=1;K=1;rovibSym=E1,5,569
3.21868,3.382e-06,210.522,40,24,ElecStateLabel=X;v12=1;J=2;K=0;rovibSym=E1,ElecStateLabel=X;v12=1;J=1;K=0;rovibSym=E1,5,569
3.218949,2.532e-06,288.921,40,24,ElecStateLabel=X;v12=1;J=2;K=1;rovibSym=E2,ElecStateLabel=X;v12=1;J=1;K=1;rovibSym=E2,5,569
3.219349,3.38e-06,296.06,40,24,ElecStateLabel=X;v12=1;J=2;K=0;rovibSym=A+,ElecStateLabel=X;v12=1;J=1;K=0;rovibSym=A+,5,569
3.221849,2.546e-06,227.677,40,24,ElecStateLabel=X;v12=1;J=2;K=1;rovibSym=A-,ElecStateLabel=X;v12=1;J=1;K=1;rovibSym=A-,5,569
3.226879,2.555e-06,5.49,40,24,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=2;K=1;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=1;K=1;rovibSym=E2,5,569
3.226946,3.406e-06,1.614,40,24,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=2;K=0;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=1;K=0;rovibSym=A+,5,569
3.227052,3.406e-06,10.736,40,24,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=2;K=0;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=1;K=0;rovibSym=E1,5,569
3.227416,2.622e-06,16.241,40,24,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=2;K=1;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=1;K=1;rovibSym=E1,5,569
3.242397,1.528e-06,658.116,424,408,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=26;K=5;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=25;K=6;rovibSym=A+,5,569
3.242592,1.528e-06,658.116,424,408,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=26;K=5;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=25;K=6;rovibSym=A-,5,569
3.255013,2.624e-06,11.733,40,24,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=2;K=1;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=1;K=1;rovibSym=A-,5,569
3.258196,1.449e-06,503.615,344,360,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=21;K=6;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=22;K=5;rovibSym=A-,5,569
3.258233,1.449e-06,503.615,344,360,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=21;K=6;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=22;K=5;rovibSym=A+,5,569
3.269942,1.44e-06,614.635,392,376,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=24;K=6;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=23;K=7;rovibSym=A-,5,569
3.269943,1.44e-06,614.635,392,376,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=24;K=6;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=23;K=7;rovibSym=A+,5,569
3.314781,1.028e-06,532.569,248,232,ElecStateLabel=X;v12=1;J=15;K=6;rovibSym=E2,ElecStateLabel=X;v12=1;J=14;K=7;rovibSym=E2,5,569
3.322363,3.489e-08,201.897,248,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=1;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=1;rovibSym=A+,5,569
3.322662,1.768e-10,39.665,104,88,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=0;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=5;K=2;rovibSym=E1,5,569
3.326665,2.787e-06,233.051,104,88,ElecStateLabel=X;v12=1;J=6;K=1;rovibSym=E1,ElecStateLabel=X;v12=1;J=5;K=0;rovibSym=E1,5,569
3.328195,4.975e-06,623.822,328,344,ElecStateLabel=X;v12=1;J=20;K=3;rovibSym=E1,ElecStateLabel=X;v12=1;J=21;K=4;rovibSym=E1,5,569
3.356952,1.687e-06,159.009,216,200,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=13;K=2;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=3;rovibSym=E1,5,569
3.372233,1.374e-09,24.31,56,56,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=3;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=3;K=1;rovibSym=E1,5,569
3.372388,4.007e-09,30.764,72,72,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=4;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=4;K=1;rovibSym=E1,5,569
3.372415,2.404e-10,19.469,40,40,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=2;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=2;K=1;rovibSym=E1,5,569
3.373227,9.622e-09,38.833,88,88,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=5;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=5;K=1;rovibSym=E1,5,569
3.374799,2.634e-08,933.087,408,408,ElecStateLabel=X;v12=1;J=25;K=8;rovibSym=E1,ElecStateLabel=X;v12=1;J=25;K=6;rovibSym=E1,5,569
3.375179,1.984e-08,48.514,104,104,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=1;rovibSym=E1,5,569
3.378782,3.731e-08,59.809,120,120,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=1;rovibSym=E1,5,569
3.384665,6.517e-08,72.717,136,136,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=8;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=8;K=1;rovibSym=E1,5,569
3.393584,1.081e-07,87.239,152,152,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=9;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=9;K=1;rovibSym=E1,5,569
3.406443,1.72e-07,103.373,168,168,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=10;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=10;K=1;rovibSym=E1,5,569
3.424304,2.651e-07,121.119,184,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=1;rovibSym=E1,5,569
3.425843,9.875e-08,423.662,360,360,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=22;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=22;K=2;rovibSym=E1,5,569
3.434309,4.337e-06,442.939,248,264,ElecStateLabel=X;v12=1;J=15;K=2;rovibSym=E2,ElecStateLabel=X;v12=1;J=16;K=3;rovibSym=E2,5,569
3.44656,1.812e-08,155.562,200,216,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=3;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=13;K=0;rovibSym=E1,5,569
3.448423,3.983e-07,140.478,200,200,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=1;rovibSym=E1,5,569
3.471093,1.589e-06,186.899,216,200,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=13;K=3;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=4;rovibSym=E2,5,569
3.479089,1.959e-06,106.779,184,168,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=1;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=10;K=2;rovibSym=E2,5,569
3.480292,5.852e-07,161.449,216,216,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=13;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=13;K=1;rovibSym=E1,5,569
3.480903,1.564e-06,141.08,168,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=10;K=4;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=3;rovibSym=A-,5,569
3.482759,1.566e-06,141.079,168,184,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=10;K=4;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=11;K=3;rovibSym=A+,5,569
3.49729,2.365e-10,332.373,136,120,ElecStateLabel=X;v12=1;J=8;K=2;rovibSym=E1,ElecStateLabel=X;v12=1;J=7;K=1;rovibSym=E2,5,569
3.504548,2.135e-06,152.074,216,200,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=13;K=1;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=2;rovibSym=A+,5,569
3.521648,8.456e-07,184.032,232,232,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=14;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=14;K=1;rovibSym=E1,5,569
3.522531,3.043e-10,28.073,72,88,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=4;K=2;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=5;K=1;rovibSym=E2,5,569
3.556493,6.065e-06,771.09,408,392,ElecStateLabel=X;v12=1;J=25;K=4;rovibSym=E1,ElecStateLabel=X;v12=1;J=24;K=3;rovibSym=E1,5,569
3.569598,6.127e-06,16.134,56,72,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=3;K=1;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=4;K=0;rovibSym=A+,5,569
3.574466,1.203e-06,208.226,248,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=1;rovibSym=E1,5,569
3.577034,3.886e-08,974.688,424,424,ElecStateLabel=X;v12=1;J=26;K=8;rovibSym=E1,ElecStateLabel=X;v12=1;J=26;K=6;rovibSym=E1,5,569
3.604519,1.007e-06,558.78,296,312,ElecStateLabel=X;v12=1;J=18;K=1;rovibSym=E2,ElecStateLabel=X;v12=1;J=19;K=2;rovibSym=E2,5,569
3.625517,1.601e-07,567.318,424,408,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=26;K=0;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=25;K=3;rovibSym=E2,5,569
3.632311,1.469e-05,5.49,8,24,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=0;K=0;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=1;K=1;rovibSym=E2,5,569
3.640437,8.78e-07,567.303,424,424,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=26;K=0;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=26;K=1;rovibSym=E2,5,569
3.640476,1.776e-06,260.249,232,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=14;K=5;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=4;rovibSym=E1,5,569
3.640959,1.687e-06,234.031,264,264,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=1;rovibSym=E1,5,569
3.66624,1.854e-14,399.772,200,216,ElecStateLabel=X;v12=1;J=12;K=2;rovibSym=E1,ElecStateLabel=X;v12=1;J=13;K=2;rovibSym=E2,5,569
3.671216,1.348e-07,460.689,376,376,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=23;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=23;K=2;rovibSym=E1,5,569
3.711047,5.161e-08,280.02,296,280,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=18;K=0;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=17;K=3;rovibSym=E1,5,569
3.712222,2.497e-06,67.679,120,136,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=2;rovibSym=A+,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=8;K=1;rovibSym=A+,5,569
3.716102,4.233e-10,72.717,152,136,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=9;K=1;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=8;K=1;rovibSym=E1,5,569
3.72346,2.338e-06,261.445,280,280,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=17;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=17;K=1;rovibSym=E1,5,569
3.752295,4.088e-08,209.19,232,248,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=14;K=3;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=2;rovibSym=E1,5,569
3.760769,4.415e-08,227.443,264,264,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=1;rovibSym=A-,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=1;rovibSym=A+,5,569
3.782906,1.134e-06,525.745,408,408,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=25;K=0;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=25;K=1;rovibSym=E2,5,569
3.824345,3.202e-06,290.469,296,296,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=18;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=18;K=1;rovibSym=E1,5,569
3.832643,2.129e-06,664.077,376,392,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=23;K=8;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=24;K=7;rovibSym=E2,5,569
3.854818,1.381e-10,63.188,104,120,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=3;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=2;rovibSym=E2,5,569
3.862664,1.211e-07,346.073,312,328,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=19;K=3;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=20;K=0;rovibSym=E1,5,569
3.894613,5.128e-06,372.584,232,216,ElecStateLabel=X;v12=1;J=14;K=2;rovibSym=A-,ElecStateLabel=X;v12=1;J=13;K=1;rovibSym=A-,5,569
3.895992,2.043e-06,313.845,248,264,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=15;K=6;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=16;K=5;rovibSym=E1,5,569
3.907693,2.499e-06,332.876,296,280,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=18;K=4;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=17;K=5;rovibSym=E2,5,569
3.914143,4.176e-12,27.682,72,56,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=4;K=2;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=3;K=2;rovibSym=E2,5,569
3.923938,1.455e-06,485.762,392,392,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=24;K=0;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=24;K=1;rovibSym=E2,5,569
3.941264,4.001e-07,362.498,168,152,ElecStateLabel=X;v12=1;J=10;K=2;rovibSym=E1,ElecStateLabel=X;v12=1;J=9;K=3;rovibSym=E1,5,569
3.942992,6.347e-06,279.99,136,152,ElecStateLabel=X;v12=1;J=8;K=1;rovibSym=A+,ElecStateLabel=X;v12=1;J=9;K=2;rovibSym=A+,5,569
3.945847,4.334e-06,321.101,312,312,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=19;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=19;K=1;rovibSym=E1,5,569
3.949601,3.117e-06,474.532,376,360,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=23;K=3;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=22;K=4;rovibSym=E1,5,569
3.952152,3.644e-06,567.192,280,296,ElecStateLabel=X;v12=1;J=17;K=6;rovibSym=A-,ElecStateLabel=X;v12=1;J=18;K=5;rovibSym=A-,5,569
3.952152,3.644e-06,567.192,280,296,ElecStateLabel=X;v12=1;J=17;K=6;rovibSym=A+,ElecStateLabel=X;v12=1;J=18;K=5;rovibSym=A+,5,569
3.953473,1.848e-07,499.307,392,392,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=24;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=24;K=2;rovibSym=E1,5,569
3.962247,5.733e-10,63.188,136,120,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=8;K=0;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=7;K=2;rovibSym=E2,5,569
3.978463,3.06e-06,290.315,296,280,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=18;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=17;K=3;rovibSym=E2,5,569
3.97848,1.579e-10,330.411,200,184,ElecStateLabel=X;v12=1;J=12;K=0;rovibSym=E1,ElecStateLabel=X;v12=1;J=11;K=3;rovibSym=E2,5,569
4.005544,6.041e-09,87.239,136,152,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=8;K=3;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=9;K=1;rovibSym=E1,5,569
4.009358,9.119e-07,20.3,56,40,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=3;K=1;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=2;K=2;rovibSym=E1,5,569
4.038457,4.129e-11,18.803,40,56,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=2;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=3;K=0;rovibSym=E1,5,569
4.048237,1.376e-08,179.984,232,216,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=14;K=1;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=13;K=3;rovibSym=E1,5,569
4.054225,1.856e-10,447.356,360,376,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=22;K=3;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=23;K=1;rovibSym=E2,5,569
4.056398,6.865e-06,279.992,136,152,ElecStateLabel=X;v12=1;J=8;K=1;rovibSym=A-,ElecStateLabel=X;v12=1;J=9;K=2;rovibSym=A-,5,569
4.059136,1.186e-05,16.241,40,24,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=2;K=2;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=1;K=1;rovibSym=E1,5,569
4.060827,1.259e-06,731.14,392,376,ElecStateLabel=X;v12=1;J=24;K=2;rovibSym=E2,ElecStateLabel=X;v12=1;J=23;K=1;rovibSym=E2,5,569
4.062159,1.293e-11,253.968,104,120,ElecStateLabel=X;v12=1;J=6;K=3;rovibSym=E2,ElecStateLabel=X;v12=1;J=7;K=0;rovibSym=E1,5,569
4.062426,1.854e-06,447.356,376,376,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=23;K=0;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=23;K=1;rovibSym=E2,5,569
4.089932,5.802e-06,353.341,328,328,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=20;K=2;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=20;K=1;rovibSym=E1,5,569
4.098733,1.136e-15,101.666,152,136,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=9;K=3;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=8;K=3;rovibSym=E2,5,569
4.106978,3.709e-07,955.788,408,392,ElecStateLabel=X;v12=1;J=25;K=7;rovibSym=A+,ElecStateLabel=X;v12=1;J=24;K=8;rovibSym=A+,5,569
4.106978,3.709e-07,955.788,408,392,ElecStateLabel=X;v12=1;J=25;K=7;rovibSym=A-,ElecStateLabel=X;v12=1;J=24;K=8;rovibSym=A-,5,569
4.128937,2.412e-06,207.858,200,216,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=12;K=5;rovibSym=E2,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=13;K=4;rovibSym=E2,5,569
4.130197,2.39e-07,302.08,72,88,ElecStateLabel=X;v12=1;J=4;K=3;rovibSym=E1,ElecStateLabel=X;v12=1;J=5;K=2;rovibSym=E1,5,569
4.136755,2.941e-06,462.711,344,328,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=21;K=5;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=20;K=6;rovibSym=E1,5,569
4.144039,3.325e-07,775.296,312,328,ElecStateLabel=X;v12=1;J=19;K=8;rovibSym=A+,ElecStateLabel=X;v12=1;J=20;K=7;rovibSym=A+,5,569
4.144039,3.325e-07,775.296,312,328,ElecStateLabel=X;v12=1;J=19;K=8;rovibSym=A-,ElecStateLabel=X;v12=1;J=20;K=7;rovibSym=A-,5,569
4.155207,4.149e-06,38.833,104,88,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=6;K=0;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=5;K=1;rovibSym=E1,5,569
4.16909,5.342e-10,771.09,408,392,ElecStateLabel=X;v12=1;J=25;K=2;rovibSym=E2,ElecStateLabel=X;v12=1;J=24;K=3;rovibSym=E1,5,569
4.172179,1.858e-10,731.028,392,408,ElecStateLabel=X;v12=1;J=24;K=2;rovibSym=E2,ElecStateLabel=X;v12=1;J=25;K=0;rovibSym=E1,5,569
4.174357,6.417e-06,372.294,232,216,ElecStateLabel=X;v12=1;J=14;K=2;rovibSym=A+,ElecStateLabel=X;v12=1;J=13;K=1;rovibSym=A+,5,569
4.197189,2.341e-06,410.529,360,360,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=22;K=0;rovibSym=E1,ElecStateLabel=X;v1=0;v2=0;v3=0;v4=0;J=22;K=1;rovibSym=E2,5,569
