obs_wl_vac(A)|Aki(s^-1)|Acc|Ei(cm-1)|Ek(cm-1)|conf_i|term_i|J_i|conf_k|term_k|J_k|Type|
8159.8142|4.9e+06|C+|78525.442|90780.623|3d6.(5D).5s|e 6D|5/2|3d6.(5D).5p|4F*|7/2||
8163.2121|8.e+05|D+|78237.709|90487.827|3d6.(5D).5s|e 6D|7/2|3d6.(5D).5p|6F*|5/2||
8178.775|1.4e+05|D+|92154.154|104380.941|3d5.(4D).4s.4p.(3P*)|6F*|7/2|3d6.(5D).5d|6F|7/2||
8181.9415|1.0e+06|D+|90780.623|103002.660|3d6.(5D).5p|4F*|7/2|3d6.(3P2).4d|4D|5/2||
8183.6123|4.5e+06|C+|90898.878|103118.421|3d6.(5D).5p|4D*|3/2|3d6.(5D).6s|4D|3/2||
8184.4710|7.e+06|D|98130.136|110348.401|3d6.(3H).5s|e 4H|13/2|3d5.(2G2).4s.4p.(3P*)|4H*|13/2||
8185.1238|1.7e+06|D+|90901.130|103118.421|3d6.(5D).5p|4P*|5/2|3d6.(5D).6s|4D|3/2||
8190.791|1.2e+05|D+|90593.511|102802.353|3d6.(5D).5p|6F*|3/2|3d6.(5D).6s|4D|5/2||
8192.8882|3.6e+05|D+|77861.650|90067.357|3d6.(5D).5s|e 6D|9/2|3d6.(3F1).4p|4G*|9/2||
8209.4031|1.33e+06|C+|77861.650|90042.804|3d6.(5D).5s|e 6D|9/2|3d6.(5D).5p|4F*|9/2||
8211.190|2.8e+04|D|60441.042|72619.499|3d5.4s2|c 4D|3/2|3d6.(3D).4p|w 4D*|5/2||
8212.106|1.5e+05|D+|92329.905|104507.058|3d5.(4G).4s.4p.(3P*)|v 4F*|5/2|3d6.(3H).4d|4F|5/2||
8212.789|4.4e+04|D|98114.577|110290.739|3d6.(3P2).5s|4P|3/2|3d6.(3F1).5p|4D*|5/2||
8213.351|5.0e+05|D+|78725.822|90901.130|3d6.(5D).5s|e 6D|3/2|3d6.(5D).5p|4P*|5/2||
8215.2179|9.e+05|D+|90629.811|102802.353|3d6.(3P1).4p|4S*|3/2|3d6.(5D).6s|4D|5/2||
8219.411|1.3e+05|D+|92426.967|104593.292|3d5.(4G).4s.4p.(3P*)|v 4F*|9/2|3d6.(5D).5d|6G|11/2||
